age,screen_time_hrs_day,sleep_duration_hrs,physical_activity_hrs_week,stress_level,anxious_before_exams,academic_performance_change,gender_Female,gender_Male,gender_Other,edu_High School,edu_Postgraduate,edu_Undergraduate,sleep_quality_index,lifestyle_balance_score,agegrp_15-18,agegrp_19-22,agegrp_>22,anxEdu_Anxious_HS,anxEdu_Anxious_PG,anxEdu_Anxious_UG,anxEdu_Calm_HS,anxEdu_Calm_PG,anxEdu_Calm_UG,screen_x_sleep
15,4.3,8.8,9.7,0,1,1,True,False,False,True,False,False,2.046511151974151,2.255813428880598,True,False,False,True,False,False,False,False,False,37.84
24,4.4,5.3,2.3,1,1,0,False,True,False,False,True,False,1.204545180785186,0.5227271539256467,False,False,True,False,True,False,False,False,False,23.32
16,3.9,4.4,6.6,1,0,1,True,False,False,True,False,False,1.1282048389218362,1.692307258382754,True,False,False,False,False,False,True,False,False,17.16
18,4.5,5.7,2.8,0,0,2,False,True,False,True,False,False,1.2666663851852478,0.6222220839506479,True,False,False,False,False,False,True,False,False,25.650000000000002
17,7.6,8.0,3.2,0,0,1,False,True,False,True,False,False,1.0526314404432315,0.42105257617729264,True,False,False,False,False,False,True,False,False,60.8
22,8.2,8.9,1.2,1,1,0,False,True,False,False,True,False,1.0853657212968635,0.1463414455681164,False,True,False,False,True,False,False,False,False,72.97999999999999
15,10.6,8.3,3.5,1,1,1,False,True,False,True,False,False,0.7830187940548309,0.3301886480954106,True,False,False,True,False,False,False,False,False,87.98
22,2.2,7.0,4.5,2,1,1,True,False,False,False,False,True,3.181816735537847,2.0454536157029017,False,True,False,False,False,True,False,False,False,15.400000000000002
25,4.0,8.9,4.2,1,1,2,True,False,False,False,True,False,2.2249994437501392,1.0499997375000656,False,False,True,False,True,False,False,False,False,35.6
25,8.2,8.0,8.1,1,0,2,True,False,False,False,True,False,0.9756096371207761,0.9878047575847858,False,False,True,False,False,False,False,True,False,65.6
19,10.5,8.5,5.7,0,1,2,False,True,False,False,False,True,0.8095237324263113,0.5428570911564675,False,True,False,False,False,True,False,False,False,89.25
15,4.8,5.7,1.5,1,0,0,True,False,False,True,False,False,1.1874997526042184,0.3124999348958469,True,False,False,False,False,False,True,False,False,27.36
23,11.6,4.8,4.8,1,0,0,False,True,False,False,True,False,0.4137930677764597,0.4137930677764597,False,False,True,False,False,False,False,True,False,55.68
16,3.1,4.4,0.7,0,1,0,True,False,False,True,False,False,1.4193543808534255,0.22580637877213586,True,False,False,True,False,False,False,False,False,13.640000000000002
15,7.8,8.8,8.3,0,0,1,True,False,False,True,False,False,1.1282049835634638,1.064102427679176,True,False,False,False,False,False,True,False,False,68.64
19,5.1,8.7,7.2,1,1,2,False,True,False,False,False,True,1.705882018454506,1.4117644290657982,False,True,False,False,False,True,False,False,False,44.36999999999999
26,5.9,5.8,6.0,1,1,0,True,False,False,False,True,False,0.9830506808388676,1.0169489801781388,False,False,True,False,True,False,False,False,False,34.22
20,10.6,7.3,8.5,2,0,2,True,False,False,False,False,True,0.6886791803132849,0.80188671680314,False,True,False,False,False,False,False,False,True,77.38
22,7.4,5.5,3.4,1,0,1,False,True,False,False,False,True,0.7432431428049806,0.4594593973703517,False,True,False,False,False,False,False,False,True,40.7
20,4.7,5.7,9.4,1,1,0,True,False,False,False,False,True,1.2127656994115532,1.9999995744681756,False,True,False,False,False,True,False,False,False,26.790000000000003
26,3.9,6.2,0.1,0,1,0,True,False,False,False,True,False,1.5897431821171328,0.02564101906640537,False,False,True,False,True,False,False,False,False,24.18
26,10.8,8.9,0.1,0,1,2,True,False,False,False,True,False,0.8240739977709262,0.009259258401920519,False,False,True,False,True,False,False,False,False,96.12
20,8.6,8.9,2.7,1,1,1,True,False,False,False,False,True,1.0348836005949302,0.31395345186587775,False,True,False,False,False,True,False,False,False,76.54
20,8.3,8.5,1.2,1,0,1,True,False,False,False,False,True,1.0240962621570768,0.14457829583394025,False,True,False,False,False,False,False,False,True,70.55000000000001
25,8.1,7.1,9.1,0,0,0,False,True,False,False,True,False,0.8765431016613455,1.123456651425105,False,False,True,False,False,False,False,True,False,57.51
24,7.1,4.6,0.6,1,1,1,True,False,False,False,True,False,0.647887232691939,0.08450703035112249,False,False,True,False,True,False,False,False,False,32.66
22,6.2,7.1,9.4,0,0,0,True,False,False,False,True,False,1.1451611056191764,1.5161287877211633,False,True,False,False,False,False,False,True,False,44.019999999999996
21,8.4,5.4,1.9,2,1,1,True,False,False,False,False,True,0.6428570663265398,0.22619044926304174,False,True,False,False,False,True,False,False,False,45.36000000000001
16,7.1,7.4,9.7,0,0,2,False,True,False,True,False,False,1.0422533743305107,1.3661969906764801,True,False,False,False,False,False,True,False,False,52.54
21,8.2,8.2,6.1,0,0,0,True,False,False,False,False,True,0.9999998780487954,0.7439023483045918,False,True,False,False,False,False,False,False,True,67.24
18,11.9,7.0,9.6,2,1,1,True,False,False,True,False,False,0.5882352446861139,0.8067226212838133,True,False,False,True,False,False,False,False,False,83.3
23,10.2,7.1,5.2,2,1,1,True,False,False,False,True,False,0.6960783631295723,0.5098038715878558,False,False,True,False,True,False,False,False,False,72.41999999999999
17,8.2,8.2,4.2,0,0,2,True,False,False,True,False,False,0.9999998780487954,0.5121950594884075,True,False,False,False,False,False,True,False,False,67.24
19,9.5,4.2,6.8,1,1,1,True,False,False,False,False,True,0.44210521662050356,0.7157893983379581,False,True,False,False,False,True,False,False,False,39.9
20,5.9,8.8,0.9,1,0,2,True,False,False,False,False,True,1.4915251709279371,0.15254234702672084,False,True,False,False,False,False,False,False,True,51.92000000000001
18,4.7,4.4,9.9,2,1,0,False,True,False,True,False,False,0.9361700135808482,2.106382530556908,True,False,False,True,False,False,False,False,False,20.680000000000003
17,7.8,8.8,9.3,0,0,0,True,False,False,True,False,False,1.1282049835634638,1.1923075394477514,True,False,False,False,False,False,True,False,False,68.64
23,2.3,7.5,9.9,1,0,1,True,False,False,False,True,False,3.2608681474486314,4.304345954632194,False,False,True,False,False,False,False,True,False,17.25
25,5.6,4.5,6.3,0,1,2,False,True,False,False,True,False,0.8035712850765563,1.1249997991071787,False,False,True,False,True,False,False,False,False,25.2
15,7.3,4.0,3.6,1,0,1,False,True,False,True,False,False,0.5479451304184753,0.4931506173766278,True,False,False,False,False,False,True,False,False,29.2
26,4.6,6.8,0.3,1,1,2,False,True,False,False,True,False,1.4782605482042286,0.06521737712665715,False,False,True,False,True,False,False,False,False,31.279999999999998
23,8.1,5.2,6.7,1,0,1,True,False,False,False,True,False,0.6419752293857742,0.8271603917085938,False,False,True,False,False,False,False,True,False,42.12
26,10.3,6.1,0.2,1,0,0,True,False,False,False,True,False,0.592232952210393,0.019417473842963707,False,False,True,False,False,False,False,True,False,62.83
26,3.9,8.6,3.5,2,1,2,False,True,False,False,True,False,2.2051276397108617,0.8974356673241879,False,False,True,False,True,False,False,False,False,33.54
20,2.4,7.4,9.9,1,0,1,True,False,False,False,False,True,3.0833320486116467,4.124998281250716,False,True,False,False,False,False,False,False,True,17.76
17,9.5,4.7,7.3,2,1,2,True,False,False,True,False,False,0.4947367900277064,0.7684209717451609,True,False,False,True,False,False,False,False,False,44.65
19,2.4,4.9,3.2,0,1,1,False,True,False,True,False,False,2.0416658159725767,1.3333327777780093,False,True,False,True,False,False,False,False,False,11.76
22,4.4,8.5,2.1,1,1,1,True,False,False,False,True,False,1.9318177427686947,0.4772726188016775,False,True,False,False,True,False,False,False,False,37.400000000000006
25,6.9,8.9,8.9,1,0,0,False,True,False,False,True,False,1.2898548855282774,1.2898548855282774,False,False,True,False,False,False,False,True,False,61.410000000000004
23,10.7,7.8,5.1,1,1,1,False,True,False,False,True,False,0.7289718944886081,0.47663546947332064,False,False,True,False,True,False,False,False,False,83.46
23,10.8,7.8,8.7,1,1,0,True,False,False,False,True,False,0.7222221553498004,0.8055554809670851,False,False,True,False,True,False,False,False,False,84.24000000000001
15,7.7,6.2,6.7,1,1,2,True,False,False,True,False,False,0.8051947006240648,0.8701297571260056,True,False,False,True,False,False,False,False,False,47.74
26,4.4,4.8,8.2,1,0,0,False,True,False,False,True,False,1.0909088429752627,1.8636359400827405,False,False,True,False,False,False,False,True,False,21.12
21,7.3,4.8,3.0,1,1,1,False,True,False,False,True,False,0.6575341565021703,0.41095884781385644,False,True,False,False,True,False,False,False,False,35.04
20,6.3,8.4,3.1,1,1,1,True,False,False,False,False,True,1.3333331216931554,0.49206341395818826,False,True,False,False,False,True,False,False,False,52.92
22,10.2,8.1,3.2,0,0,1,False,True,False,False,True,False,0.79411756920416,0.3137254594386805,False,True,False,False,False,False,False,True,False,82.61999999999999
21,11.7,5.7,8.7,1,0,2,False,True,False,False,False,True,0.4871794455402184,0.7435896800350701,False,True,False,False,False,False,False,False,True,66.69
20,11.9,8.0,8.3,2,1,0,True,False,False,False,False,True,0.6722688510698445,0.6974789329849637,False,True,False,False,False,True,False,False,False,95.2
16,2.4,7.8,5.9,0,1,2,False,False,True,True,False,False,3.2499986458338976,2.4583323090282048,True,False,False,True,False,False,False,False,False,18.72
21,2.5,7.4,4.8,0,1,1,False,False,True,False,False,True,2.9599988160004735,1.919999232000307,False,True,False,False,False,True,False,False,False,18.5
15,3.5,4.7,3.9,2,0,2,False,True,False,True,False,False,1.342856759183783,1.1142853959184582,True,False,False,False,False,False,True,False,False,16.45
23,4.3,7.0,0.2,0,0,2,False,True,False,False,True,False,1.6279065981612562,0.04651161709032161,False,False,True,False,False,False,False,True,False,30.099999999999998
15,3.1,7.6,5.8,0,0,2,True,False,False,True,False,False,2.4516121123831893,1.8709671383976971,True,False,False,False,False,False,True,False,False,23.56
17,7.2,7.6,2.5,0,0,2,True,False,False,True,False,False,1.0555554089506376,0.34722217399692024,True,False,False,False,False,False,True,False,False,54.72
16,9.8,4.3,1.9,1,0,2,False,True,False,True,False,False,0.43877546543107493,0.1938775312369866,True,False,False,False,False,False,True,False,False,42.14
15,4.3,7.5,0.3,1,1,1,False,True,False,True,False,False,1.7441856408870602,0.06976742563548241,True,False,False,True,False,False,False,False,False,32.25
17,5.8,7.7,6.4,1,0,1,False,True,False,True,False,False,1.3275859780024177,1.1034480856123992,True,False,False,False,False,False,True,False,False,44.66
19,7.1,6.6,8.6,1,1,0,True,False,False,False,False,True,0.9295773338623473,1.2112674350327557,False,True,False,False,False,True,False,False,False,46.85999999999999
16,9.7,8.4,6.2,1,1,0,True,False,False,True,False,False,0.8659792921670835,0.6391751918376092,True,False,False,True,False,False,False,False,False,81.48
25,2.7,4.4,4.7,0,0,1,True,False,False,False,True,False,1.6296290260633237,1.7407400960221866,False,False,True,False,False,False,False,True,False,11.880000000000003
15,5.5,8.0,6.9,1,1,1,False,True,False,True,False,False,1.4545451900826927,1.2545452264463226,True,False,False,True,False,False,False,False,False,44.0
16,7.5,4.9,4.3,1,0,0,True,False,False,True,False,False,0.6533332462222339,0.573333256888899,True,False,False,False,False,False,True,False,False,36.75
22,3.0,8.2,5.2,1,1,0,False,True,False,False,False,True,2.7333324222225257,1.733332755555748,False,True,False,False,False,True,False,False,False,24.599999999999998
24,2.2,8.5,6.8,2,1,0,False,True,False,False,True,False,3.863634607438814,3.090907685951051,False,False,True,False,True,False,False,False,False,18.700000000000003
16,3.2,8.5,6.3,0,0,1,False,True,False,True,False,False,2.656249169922134,1.968749384765817,True,False,False,False,False,False,True,False,False,27.200000000000003
16,3.3,4.9,9.6,1,0,0,False,True,False,True,False,False,1.484848034894535,2.9090900275484763,True,False,False,False,False,False,True,False,False,16.17
25,11.0,8.1,7.6,2,0,2,False,True,False,False,True,False,0.7363635694214937,0.6909090280991793,False,False,True,False,False,False,False,True,False,89.1
15,11.0,4.4,7.0,1,1,1,True,False,False,True,False,False,0.39999996363636703,0.636363578512402,True,False,False,True,False,False,False,False,False,48.400000000000006
25,7.5,4.4,0.8,1,1,2,False,True,False,False,True,False,0.586666588444455,0.10666665244444634,False,False,True,False,True,False,False,False,False,33.0
18,3.4,4.4,8.1,2,1,2,False,True,False,True,False,False,1.2941172664360983,2.382352240484635,True,False,False,True,False,False,False,False,False,14.96
26,2.2,6.9,7.7,1,0,1,False,True,False,False,True,False,3.1363622107444495,3.499998409091632,False,False,True,False,False,False,False,True,False,15.180000000000001
15,9.8,6.2,6.5,1,0,0,True,False,False,True,False,False,0.6326529966680616,0.6632652384423227,True,False,False,False,False,False,True,False,False,60.760000000000005
25,5.4,5.9,6.4,1,1,2,False,False,True,False,True,False,1.0925923902606685,1.1851849657064877,False,False,True,False,True,False,False,False,False,31.860000000000003
19,6.9,6.1,7.2,1,0,2,False,True,False,True,False,False,0.8840578428901675,1.0434781096408536,False,True,False,False,False,False,True,False,False,42.089999999999996
15,5.0,6.4,5.5,2,1,0,False,True,False,True,False,False,1.2799997440000512,1.099999780000044,True,False,False,True,False,False,False,False,False,32.0
15,9.0,4.8,6.0,2,1,0,True,False,False,True,False,False,0.5333332740740807,0.6666665925926009,True,False,False,True,False,False,False,False,False,43.199999999999996
16,4.5,6.4,7.8,2,0,2,False,True,False,True,False,False,1.4222219061729098,1.7333329481482336,True,False,False,False,False,False,True,False,False,28.8
17,6.4,7.9,0.0,1,1,1,True,False,False,True,False,False,1.2343748071289364,0.0,True,False,False,True,False,False,False,False,False,50.56
19,9.6,6.3,0.7,2,0,0,True,False,False,False,False,True,0.6562499316406322,0.07291665907118135,False,True,False,False,False,False,False,False,True,60.48
18,8.3,8.4,9.5,1,1,1,False,True,False,True,False,False,1.0120480708375819,1.144578175352027,True,False,False,True,False,False,False,False,False,69.72000000000001
16,11.7,7.1,3.7,0,0,1,False,True,False,True,False,False,0.6068375549711492,0.31623928921031724,True,False,False,False,False,False,True,False,False,83.07
26,11.7,7.2,3.8,1,1,2,True,False,False,False,True,False,0.6153845627876443,0.3247862970268122,False,False,True,False,True,False,False,False,False,84.24
20,4.3,4.1,8.4,2,1,2,False,True,False,False,False,True,0.9534881503515928,1.9534879177935076,False,True,False,False,False,True,False,False,False,17.63
24,9.5,8.9,8.0,0,1,1,False,True,False,False,True,False,0.9368420066482099,0.8421051745152448,False,False,True,False,True,False,False,False,False,84.55
16,8.8,5.4,9.9,0,0,0,True,False,False,True,False,False,0.6136362939049667,1.1249998721591055,True,False,False,False,False,False,True,False,False,47.52000000000001
23,12.0,8.5,5.9,1,0,2,False,True,False,False,True,False,0.7083332743055605,0.4916666256944479,False,False,True,False,False,False,False,True,False,102.0
26,10.6,8.1,7.6,1,1,2,False,True,False,False,True,False,0.7641508713065216,0.7169810644357487,False,False,True,False,True,False,False,False,False,85.86
23,9.5,8.2,8.6,0,0,1,True,False,False,False,True,False,0.8631578038781259,0.9052630626038882,False,False,True,False,False,False,False,True,False,77.89999999999999
15,5.8,6.4,1.8,0,0,0,False,True,False,True,False,False,1.1034480856123992,0.31034477407848726,True,False,False,False,False,False,True,False,False,37.12
15,2.2,5.6,5.8,1,1,2,True,False,False,True,False,False,2.5454533884302775,2.6363624380170734,True,False,False,True,False,False,False,False,False,12.32
18,3.4,8.7,2.6,0,0,1,True,False,False,True,False,False,2.55882277681683,0.7647056574395126,True,False,False,False,False,False,True,False,False,29.58
25,2.5,4.3,3.6,2,1,0,True,False,False,False,True,False,1.719999312000275,1.4399994240002303,False,False,True,False,True,False,False,False,False,10.75
20,3.6,6.8,7.1,1,0,0,False,True,False,False,False,True,1.8888883641976764,1.972221674382868,False,True,False,False,False,False,False,False,True,24.48
26,6.1,4.2,4.5,0,0,0,True,False,False,False,True,False,0.6885244772910694,0.7377047970975743,False,False,True,False,False,False,False,True,False,25.62
20,2.4,5.3,0.6,0,0,2,False,True,False,False,False,True,2.2083324131948276,0.24999989583337673,False,True,False,False,False,False,False,False,True,12.719999999999999
15,2.5,5.1,1.0,0,0,0,False,True,False,True,False,False,2.039999184000326,0.399999840000064,True,False,False,False,False,False,True,False,False,12.75
22,9.2,6.4,2.0,0,1,1,True,False,False,False,True,False,0.6956520982986851,0.21739128071833907,False,True,False,False,True,False,False,False,False,58.879999999999995
18,5.0,6.5,9.4,1,1,1,False,True,False,True,False,False,1.299999740000052,1.8799996240000751,True,False,False,True,False,False,False,False,False,32.5
18,2.0,4.1,0.1,0,1,0,True,False,False,True,False,False,2.0499989750005123,0.0499999750000125,True,False,False,True,False,False,False,False,False,8.2
23,10.4,6.1,7.7,2,1,0,False,False,True,False,True,False,0.586538405140538,0.7403845441937938,False,False,True,False,True,False,False,False,False,63.44
22,11.7,4.8,9.6,0,1,0,True,False,False,False,True,False,0.41025637519176283,0.8205127503835257,False,True,False,False,True,False,False,False,False,56.16
20,5.8,7.8,7.6,0,0,1,True,False,False,False,False,True,1.3448273543401112,1.3103446016647238,False,True,False,False,False,False,False,False,True,45.239999999999995
26,2.2,8.4,8.9,1,1,1,False,True,False,False,True,False,3.8181800826454166,4.045452706612406,False,False,True,False,True,False,False,False,False,18.480000000000004
24,9.5,5.0,6.6,0,1,1,False,True,False,False,True,False,0.526315734072028,0.694736768975077,False,False,True,False,True,False,False,False,False,47.5
23,9.6,5.2,9.5,1,0,0,True,False,False,False,True,False,0.5416666102430615,0.989583230251747,False,False,True,False,False,False,False,True,False,49.92
23,11.2,4.0,2.4,0,1,1,False,True,False,False,True,False,0.35714282525510493,0.21428569515306295,False,False,True,False,True,False,False,False,False,44.8
19,7.0,4.6,5.8,1,0,0,True,False,False,False,False,True,0.6571427632653195,0.8285713102040985,False,True,False,False,False,False,False,False,True,32.199999999999996
17,5.1,8.5,8.1,1,0,2,True,False,False,True,False,False,1.666666339869345,1.588234982699023,True,False,False,False,False,False,True,False,False,43.349999999999994
18,8.1,6.8,7.4,1,1,0,False,True,False,True,False,False,0.8395060691967817,0.9135801341259095,True,False,False,True,False,False,False,False,False,55.08
19,11.6,6.3,2.9,2,0,2,False,True,False,False,False,True,0.5431034014566034,0.24999997844827773,False,True,False,False,False,False,False,False,True,73.08
18,2.1,8.3,1.6,1,0,1,True,False,False,True,False,False,3.952379070295681,0.7619043990931432,True,False,False,False,False,False,True,False,False,17.430000000000003
17,3.9,6.0,9.6,1,0,2,False,True,False,True,False,False,1.538461143984322,2.4615378303749154,True,False,False,False,False,False,True,False,False,23.4
26,9.4,5.9,7.3,2,1,0,True,False,False,False,True,False,0.6276595076957971,0.7765956620642913,False,False,True,False,True,False,False,False,False,55.46000000000001
18,10.9,5.0,4.8,0,1,1,False,False,True,True,False,False,0.45871555424627947,0.44036693207642824,True,False,False,True,False,False,False,False,False,54.5
24,5.7,7.0,5.5,1,0,1,True,False,False,False,True,False,1.2280699599877263,0.9649121114189277,False,False,True,False,False,False,False,True,False,39.9
18,4.2,7.6,3.4,0,0,1,False,True,False,True,False,False,1.8095233786849096,0.8095236167800912,True,False,False,False,False,False,True,False,False,31.919999999999998
16,8.7,8.3,2.1,0,0,2,True,False,False,True,False,False,0.9540228788479452,0.2413792826000825,True,False,False,False,False,False,True,False,False,72.21
19,7.0,4.5,9.7,1,1,1,True,False,False,False,False,True,0.6428570510204212,1.3857140877551302,False,True,False,False,False,True,False,False,False,31.5
26,5.2,7.8,6.4,1,1,0,False,True,False,False,True,False,1.4999997115385169,1.2307689940828856,False,False,True,False,True,False,False,False,False,40.56
17,4.6,8.7,9.5,1,1,1,False,True,False,True,False,False,1.891303936673057,2.065216942344143,True,False,False,True,False,False,False,False,False,40.019999999999996
21,11.2,5.4,3.6,1,1,2,False,True,False,False,False,True,0.4821428140943917,0.3214285427295944,False,True,False,False,False,True,False,False,False,60.48
26,2.4,7.5,1.0,0,0,0,False,True,False,False,True,False,3.124998697917209,0.41666649305562786,False,False,True,False,False,False,False,True,False,18.0
19,3.8,5.3,1.9,0,1,2,False,True,False,False,False,True,1.3947364750693487,0.49999986842108723,False,True,False,False,False,True,False,False,False,20.139999999999997
21,9.9,8.2,4.6,1,1,2,False,True,False,False,True,False,0.8282827446179045,0.46464641771248305,False,True,False,False,True,False,False,False,False,81.17999999999999
24,11.4,7.2,7.7,0,0,2,True,False,False,False,True,False,0.6315788919667639,0.6754385372422336,False,False,True,False,False,False,False,True,False,82.08
22,9.8,8.3,8.2,1,1,1,True,False,False,False,False,True,0.8469386890878889,0.8367346084964684,False,True,False,False,False,True,False,False,False,81.34000000000002
26,5.8,4.8,3.2,1,1,1,False,True,False,False,True,False,0.8275860642092993,0.5517240428061996,False,False,True,False,True,False,False,False,False,27.84
20,2.1,7.9,8.2,1,0,1,False,True,False,False,False,True,3.7619029705223945,3.9047600453523588,False,True,False,False,False,False,False,False,True,16.59
18,5.6,4.5,1.9,0,1,2,False,True,False,True,False,False,0.8035712850765563,0.3392856536989904,True,False,False,True,False,False,False,False,False,25.2
20,2.5,5.7,9.5,1,1,1,False,False,True,False,False,True,2.279999088000365,3.7999984800006077,False,True,False,False,False,True,False,False,False,14.25
21,8.3,6.7,9.4,1,1,1,True,False,False,False,False,True,0.8072288184061664,1.132529984032532,False,True,False,False,False,True,False,False,False,55.61000000000001
20,9.3,4.1,9.0,0,0,1,False,True,False,False,False,True,0.4408601676494443,0.9677418314256095,False,True,False,False,False,False,False,False,True,38.13
17,2.1,7.8,2.2,1,1,0,False,False,True,True,False,False,3.7142839455790733,1.047618548753072,True,False,False,True,False,False,False,False,False,16.38
22,6.0,6.4,0.6,2,1,1,False,True,False,False,False,True,1.0666664888889186,0.09999998333333611,False,True,False,False,False,True,False,False,False,38.400000000000006
19,4.8,5.5,6.4,1,1,0,True,False,False,True,False,False,1.1458330946181052,1.3333330555556135,False,True,False,True,False,False,False,False,False,26.4
23,5.1,5.2,0.6,1,1,2,False,True,False,False,True,False,1.0196076432141876,0.11764703575548319,False,False,True,False,True,False,False,False,False,26.52
25,10.6,6.9,0.0,0,1,1,False,True,False,False,True,False,0.6509433348166667,0.0,False,False,True,False,True,False,False,False,False,73.14
22,2.1,8.3,8.6,1,1,2,True,False,False,False,True,False,3.952379070295681,4.095236145125645,False,True,False,False,True,False,False,False,False,17.430000000000003
20,2.9,8.1,5.4,0,1,0,False,True,False,False,False,True,2.793102485137074,1.8620683234247162,False,True,False,False,False,True,False,False,False,23.49
15,3.3,6.8,1.6,0,1,2,True,False,False,True,False,False,2.060605436180171,0.48484833792474613,True,False,False,True,False,False,False,False,False,22.439999999999998
22,6.5,6.8,5.1,1,1,1,False,True,False,False,False,True,1.0461536852071254,0.784615263905344,False,True,False,False,False,True,False,False,False,44.199999999999996
15,7.6,5.4,7.7,1,1,0,False,True,False,True,False,False,0.7105262222991814,1.0131577614266103,True,False,False,True,False,False,False,False,False,41.04
25,11.8,4.2,2.5,0,0,0,True,False,False,False,True,False,0.35593217322608706,0.2118643888250518,False,False,True,False,False,False,False,True,False,49.56
21,4.8,6.8,2.8,1,0,0,False,True,False,False,True,False,1.4166663715278391,0.5833332118055808,False,True,False,False,False,False,False,True,False,32.64
18,6.4,4.6,9.9,1,1,0,True,False,False,True,False,False,0.71874988769533,1.5468747583008189,True,False,False,True,False,False,False,False,False,29.439999999999998
21,7.2,5.8,2.2,1,0,0,False,True,False,False,True,False,0.805555443672855,0.30555551311728985,False,True,False,False,False,False,False,True,False,41.76
22,5.6,5.2,1.5,1,0,0,False,False,True,False,False,True,0.9285712627551317,0.26785709502551874,False,True,False,False,False,False,False,False,True,29.119999999999997
20,3.0,4.8,3.7,1,1,0,True,False,False,False,False,True,1.5999994666668442,1.2333329222223592,False,True,False,False,False,True,False,False,False,14.399999999999999
17,6.9,8.0,1.0,1,1,1,True,False,False,True,False,False,1.1594201218231706,0.14492751522789632,True,False,False,True,False,False,False,False,False,55.2
24,2.5,8.8,5.7,2,1,1,False,True,False,False,True,False,3.5199985920005634,2.279999088000365,False,False,True,False,True,False,False,False,False,22.0
19,2.4,4.6,5.0,2,0,1,True,False,False,True,False,False,1.9166658680558881,2.0833324652781395,False,True,False,False,False,False,True,False,False,11.04
24,10.6,7.4,7.7,0,1,1,True,False,False,False,True,False,0.6981131416874395,0.7264150258099034,False,False,True,False,True,False,False,False,False,78.44
24,8.9,8.6,2.8,1,1,2,False,True,False,False,True,False,0.9662920262593229,0.3146067062239656,False,False,True,False,True,False,False,False,False,76.54
15,10.0,8.3,3.8,0,0,1,False,True,False,True,False,False,0.8299999170000084,0.3799999620000038,True,False,False,False,False,False,True,False,False,83.0
22,11.1,6.7,4.0,1,0,2,True,False,False,False,False,True,0.6036035492249056,0.360360327895466,False,True,False,False,False,False,False,False,True,74.37
22,6.4,4.3,2.2,2,0,2,False,True,False,False,True,False,0.6718748950195476,0.3437499462890709,False,True,False,False,False,False,False,True,False,27.52
20,4.1,7.1,3.3,2,0,2,False,True,False,False,False,True,1.7317068947056355,0.8048778524688165,False,True,False,False,False,False,False,False,True,29.109999999999996
15,8.4,5.8,0.6,0,1,2,False,True,False,True,False,False,0.6904761082766537,0.07142856292517108,True,False,False,True,False,False,False,False,False,48.72
19,7.3,5.9,3.8,0,1,2,True,False,False,False,False,True,0.8082190673672511,0.5205478738975515,False,True,False,False,False,True,False,False,False,43.07
22,8.9,4.4,1.7,2,0,1,False,True,False,False,False,True,0.49438196692337455,0.19101121449312197,False,True,False,False,False,False,False,False,True,39.160000000000004
26,5.8,6.9,4.6,2,1,1,True,False,False,False,True,False,1.1896549673008678,0.7931033115339118,False,False,True,False,True,False,False,False,False,40.02
16,11.5,4.1,6.4,1,0,2,False,True,False,True,False,False,0.3565217081285471,0.5565216907372443,True,False,False,False,False,False,True,False,False,47.15
17,10.5,8.4,0.7,0,0,2,True,False,False,True,False,False,0.7999999238095311,0.06666666031746092,True,False,False,False,False,False,True,False,False,88.2
21,4.4,6.3,2.6,1,0,0,False,True,False,False,False,True,1.4318178564050323,0.5909089566116007,False,True,False,False,False,False,False,False,True,27.720000000000002
17,8.9,7.0,8.8,1,1,1,True,False,False,True,False,False,0.786516765559914,0.9887639338467491,True,False,False,True,False,False,False,False,False,62.300000000000004
18,8.4,8.0,7.4,1,0,1,False,True,False,True,False,False,0.9523808390022811,0.88095227607711,True,False,False,False,False,False,True,False,False,67.2
15,10.9,5.1,7.6,1,1,2,False,True,False,True,False,False,0.467889865331205,0.6972476424543447,True,False,False,True,False,False,False,False,False,55.589999999999996
25,6.9,4.9,3.8,1,0,1,False,True,False,False,True,False,0.710144824616692,0.550724557866006,False,False,True,False,False,False,False,True,False,33.81
16,2.1,6.1,4.3,0,0,0,True,False,False,True,False,False,2.904760521542608,2.0476180725628224,True,False,False,False,False,False,True,False,False,12.81
23,4.6,6.6,4.6,1,0,1,False,True,False,False,True,False,1.4347822967864572,0.9999997826087429,False,False,True,False,False,False,False,True,False,30.359999999999996
25,10.0,8.0,1.1,0,0,0,True,False,False,False,True,False,0.7999999200000081,0.10999998900000112,False,False,True,False,False,False,False,True,False,80.0
24,6.6,6.3,8.3,0,1,0,False,True,False,False,True,False,0.9545453099173773,1.2575755670340052,False,False,True,False,True,False,False,False,False,41.58
18,3.6,6.6,8.4,1,0,2,True,False,False,True,False,False,1.8333328240742153,2.3333326851853653,True,False,False,False,False,False,True,False,False,23.759999999999998
23,5.1,4.2,7.4,1,0,2,False,True,False,False,True,False,0.8235292502883824,1.4509801076509594,False,False,True,False,False,False,False,True,False,21.419999999999998
22,2.8,4.6,5.7,0,0,1,False,True,False,False,False,True,1.6428565561226585,2.035713558673729,False,True,False,False,False,False,False,False,True,12.879999999999999
22,10.8,6.6,9.9,2,0,1,True,False,False,False,True,False,0.6111110545267542,0.9166665817901314,False,True,False,False,False,False,False,True,False,71.28
24,6.9,5.0,4.9,1,1,1,True,False,False,False,True,False,0.7246375761394817,0.710144824616692,False,False,True,False,True,False,False,False,False,34.5
20,5.2,6.0,7.8,2,0,1,False,True,False,False,False,True,1.1538459319527052,1.4999997115385169,False,True,False,False,False,False,False,False,True,31.200000000000003
