age,screen_time_hrs_day,sleep_duration_hrs,physical_activity_hrs_week,anxious_before_exams,academic_performance_change,gender_Female,gender_Male,gender_Other,edu_High School,edu_Postgraduate,edu_Undergraduate,sleep_quality_index,lifestyle_balance_score,agegrp_15-18,agegrp_19-22,agegrp_>22,anxEdu_Anxious_HS,anxEdu_Anxious_PG,anxEdu_Anxious_UG,anxEdu_Calm_HS,anxEdu_Calm_PG,anxEdu_Calm_UG,screen_x_sleep
19,4.9,8.0,9.9,1,0,False,True,False,False,False,True,0.31810762561350414,0.4582370177803688,False,True,False,False,False,True,False,False,False,39.2
18,5.8,5.4,3.7,1,0,True,False,False,True,False,False,0.14522414769588327,0.1446854300844531,True,False,False,True,False,False,False,False,False,31.32
15,2.2,5.6,5.8,1,2,True,False,False,True,False,False,0.5430278265548854,0.597938144329897,True,False,False,True,False,False,False,False,False,12.32
22,9.2,6.4,2.0,1,1,True,False,False,False,True,False,0.08722439002406449,0.049305261337281095,False,True,False,False,True,False,False,False,False,58.88
20,7.2,4.8,0.7,0,2,False,True,False,False,False,True,0.0800821625741748,0.022050407876733142,False,True,False,False,False,False,False,False,True,34.56
23,12.0,8.5,5.9,0,2,False,True,False,False,True,False,0.09034911679013502,0.11151206888602179,False,False,True,False,False,False,False,True,False,102.0
21,6.9,5.5,4.4,0,2,True,False,False,False,False,True,0.11222216162276821,0.14462876134918598,False,True,False,False,False,False,False,False,True,37.95
26,6.7,7.0,5.0,0,2,True,False,False,False,True,False,0.17325085046998062,0.16925686041250124,False,False,True,False,False,False,False,True,False,46.9
24,9.3,7.5,2.9,0,0,False,True,False,False,True,False,0.11452611171007843,0.07072389107613632,False,False,True,False,False,False,False,True,False,69.75
19,3.8,5.3,1.9,1,2,False,True,False,False,False,True,0.2594834662053811,0.1134020835594083,False,True,False,False,False,True,False,False,False,20.14
18,5.6,4.5,1.9,1,2,False,True,False,True,False,False,0.11381640099485688,0.0769514203529312,True,False,False,True,False,False,False,False,False,25.2
25,5.5,6.1,8.6,1,1,False,True,False,False,True,False,0.18909843446634134,0.3546392719774895,False,False,True,False,True,False,False,False,False,33.55
24,8.3,5.5,2.8,1,1,False,True,False,False,True,False,0.07909258056577287,0.07651226006497427,False,False,True,False,True,False,False,False,False,45.650000000000006
17,2.8,5.4,3.1,1,1,True,False,False,True,False,False,0.3910238071590178,0.25110458999578344,True,False,False,True,False,False,False,False,False,15.12
21,7.8,4.7,5.4,0,2,False,True,False,False,True,False,0.0642868648998357,0.1570182907338433,False,True,False,False,False,False,False,True,False,36.66
25,5.3,4.4,1.3,1,1,True,False,False,False,True,False,0.12037506672915682,0.05563121494606528,False,False,True,False,True,False,False,False,False,23.32
15,10.3,8.5,0.3,1,1,True,False,False,True,False,False,0.11915636769184612,0.006605947712164008,True,False,False,True,False,False,False,False,False,87.55000000000001
15,11.0,8.9,7.6,1,1,False,True,False,True,False,False,0.11517645522418779,0.156701087910023,True,False,False,True,False,False,False,False,False,97.9
15,9.8,5.8,7.3,0,2,False,True,False,True,False,False,0.06164357370889487,0.1689459884412362,True,False,False,False,False,False,True,False,False,56.84
24,9.3,6.9,8.6,0,2,False,True,False,False,True,False,0.09862890679437117,0.20973291836371463,False,False,True,False,False,False,False,True,False,64.17
26,9.4,5.9,7.3,1,0,True,False,False,False,True,False,0.07047055996633711,0.1761351786739282,False,False,True,False,True,False,False,False,False,55.46000000000001
21,3.7,6.5,2.5,0,1,True,False,False,False,True,False,0.34868757312879245,0.15324605777412206,False,True,False,False,False,False,False,True,False,24.05
15,8.0,7.2,4.0,0,1,False,True,False,True,False,False,0.13757705496291073,0.11340209922679949,True,False,False,False,False,False,True,False,False,57.6
18,6.2,4.3,0.6,0,1,True,False,False,True,False,False,0.0867059939196915,0.021948792602206713,True,False,False,False,False,False,True,False,False,26.66
17,7.9,5.6,4.2,0,0,True,False,False,True,False,False,0.09047907056617846,0.12057944708833833,True,False,False,False,False,False,True,False,False,44.24
21,8.0,8.5,9.1,0,0,False,True,False,False,False,True,0.17761813914470587,0.2579897757409689,False,True,False,False,False,False,False,False,True,68.0
25,6.3,7.2,4.3,0,1,False,True,False,False,True,False,0.19741866577989214,0.1548028603896622,False,False,True,False,False,False,False,True,False,45.36
16,5.4,5.4,4.1,0,2,True,False,False,True,False,False,0.16221770732167928,0.1722031773506907,True,False,False,False,False,False,True,False,False,29.160000000000004
25,11.8,4.2,2.5,0,0,True,False,False,False,True,False,0.0035151234492380723,0.04805173889479411,False,False,True,False,False,False,False,True,False,49.56
25,10.6,6.9,0.0,1,1,False,True,False,False,True,False,0.07620785103316671,0.0,False,False,True,False,True,False,False,False,False,73.14
21,8.1,6.6,1.9,1,2,True,False,False,False,True,False,0.11658685729710802,0.05320098490454941,False,True,False,False,True,False,False,False,False,53.46
26,11.2,8.5,6.3,0,0,False,True,False,False,True,False,0.10281612042889521,0.12757736618648338,False,False,True,False,False,False,False,True,False,95.2
16,9.4,6.2,5.1,1,0,False,False,True,True,False,False,0.07833460283257096,0.12305334400507309,True,False,False,True,False,False,False,False,False,58.28
25,3.2,7.8,8.8,1,0,True,False,False,False,True,False,0.5164272003751504,0.6237114288015189,False,False,True,False,True,False,False,False,False,24.96
17,4.4,5.5,8.4,1,1,True,False,False,True,False,False,0.22381935862285435,0.43298978912837505,True,False,False,True,False,False,False,False,False,24.200000000000003
15,3.8,8.3,3.0,1,0,True,False,False,True,False,False,0.45401502239876407,0.17905592140959206,True,False,False,True,False,False,False,False,False,31.540000000000003
25,10.5,7.1,2.5,0,0,False,True,False,False,True,False,0.08242890002303857,0.05400100123898173,False,False,True,False,False,False,False,True,False,74.55
19,6.9,8.0,4.4,1,2,True,False,False,False,False,True,0.20149993951323658,0.14462876134918598,False,True,False,False,False,True,False,False,False,55.2
17,10.5,8.4,0.7,0,2,True,False,False,True,False,False,0.11293639364093869,0.015120280346914879,True,False,False,False,False,False,True,False,False,88.2
17,4.7,5.8,1.1,1,0,False,True,False,True,False,False,0.21988734207624216,0.053081829021852565,True,False,False,True,False,False,False,False,False,27.26
17,11.5,5.8,3.3,1,2,True,False,False,True,False,False,0.040085724291597666,0.06508294638005756,True,False,False,True,False,False,False,False,False,66.7
22,3.8,6.6,2.7,0,2,True,False,False,False,True,False,0.34378047388918037,0.16115032926863287,False,True,False,False,False,False,False,True,False,25.08
19,9.6,6.3,0.7,0,0,True,False,False,False,False,True,0.07751543205905892,0.016537806481779174,False,True,False,False,False,False,False,False,True,60.48
20,7.0,4.0,4.0,0,1,False,True,False,False,False,True,0.05661486025679574,0.12960239680201402,False,True,False,False,False,False,False,False,True,28.0
16,3.5,4.5,8.5,1,1,False,True,False,True,False,False,0.23261957748976347,0.5508101077214127,True,False,False,True,False,False,False,False,False,15.75
15,8.8,8.9,6.5,0,1,False,True,False,True,False,False,0.16501780080051098,0.16752583030692889,True,False,False,False,False,False,True,False,False,78.32000000000001
16,7.0,5.3,0.7,1,2,False,True,False,True,False,False,0.10237609850453955,0.022680419440352442,True,False,False,True,False,False,False,False,False,37.1
18,6.4,4.6,9.9,1,0,True,False,False,True,False,False,0.09291584014869217,0.35083773351923303,True,False,False,True,False,False,False,False,False,29.44
24,9.3,8.1,2.1,1,2,True,False,False,False,True,False,0.13042331662578563,0.05121385215858147,False,False,True,False,True,False,False,False,False,75.33
22,2.4,6.4,1.3,0,2,False,True,False,False,False,True,0.5728953169821036,0.12285223833046775,False,True,False,False,False,False,False,False,True,15.36
19,7.7,4.0,8.3,1,0,True,False,False,False,False,True,0.04381451555617291,0.2444772516879189,False,True,False,False,False,True,False,False,False,30.8
23,11.3,8.9,0.4,1,2,True,False,False,False,True,False,0.10988356883522771,0.008028467494971854,False,False,True,False,True,False,False,False,False,100.57
19,7.6,7.7,2.7,0,1,False,True,False,False,False,True,0.16545991356043865,0.0805751752363104,False,True,False,False,False,False,False,False,True,58.52
22,6.4,4.3,2.2,0,2,False,True,False,False,True,False,0.08136552776489078,0.0779639407820518,False,True,False,False,False,False,False,True,False,27.52
26,10.6,8.1,7.6,1,2,False,True,False,False,True,False,0.1041029468191543,0.16261433595254762,False,False,True,False,True,False,False,False,False,85.86
22,3.4,7.3,3.1,0,1,True,False,False,False,False,True,0.44486057984571964,0.2067920283237516,False,True,False,False,False,False,False,False,True,24.82
19,7.5,4.2,5.7,1,0,True,False,False,False,False,True,0.0537987853711033,0.1723711893883088,False,True,False,False,False,True,False,False,False,31.5
25,12.0,7.6,0.6,0,1,True,False,False,False,True,False,0.07186861562851649,0.011340210395188637,False,False,True,False,False,False,False,True,False,91.2
15,3.1,7.6,5.8,0,2,True,False,False,True,False,False,0.5199047071480127,0.42434325520021365,True,False,False,False,False,False,True,False,False,23.56
23,9.6,7.5,6.4,1,1,False,True,False,False,True,False,0.10831626668673913,0.15120280211912399,False,False,True,False,True,False,False,False,False,72.0
23,3.7,8.5,5.1,0,1,False,True,False,False,True,False,0.4818803493949632,0.312621957859209,False,False,True,False,False,False,False,True,False,31.450000000000003
18,2.6,5.8,3.5,0,2,False,True,False,True,False,False,0.4654873294632698,0.3053132648081417,True,False,False,False,False,False,True,False,False,15.08
15,8.8,7.5,9.9,0,2,True,False,False,True,False,False,0.12581673891832193,0.2551547261597841,True,False,False,False,False,False,True,False,False,66.0
20,5.6,6.7,3.6,1,2,True,False,False,False,False,True,0.2106190169078484,0.14580269119502756,False,True,False,False,False,True,False,False,False,37.52
23,2.6,5.8,6.0,0,0,False,True,False,False,True,False,0.4654873294632698,0.5233941682425286,False,False,True,False,False,False,False,True,False,15.08
26,11.3,6.8,9.1,0,1,True,False,False,False,True,False,0.06409117681274135,0.1826476355106098,False,False,True,False,False,False,False,True,False,76.84
24,8.9,8.6,2.8,1,2,False,True,False,False,True,False,0.1539118822887806,0.07135413075251863,False,False,True,False,True,False,False,False,False,76.54
25,7.7,4.6,1.8,0,2,True,False,False,False,True,False,0.06301503535003816,0.0530191630166571,False,False,True,False,False,False,False,True,False,35.419999999999995
18,8.6,6.3,6.1,1,0,True,False,False,True,False,False,0.09631826496516221,0.1608727468177219,True,False,False,True,False,False,False,False,False,54.18
16,6.4,6.5,8.4,1,1,False,True,False,True,False,False,0.16606781857943415,0.2976805011678341,True,False,False,True,False,False,False,False,False,41.6
25,8.9,8.8,6.3,0,1,False,False,True,False,True,False,0.15944911094052588,0.16054679419316692,False,False,True,False,False,False,False,True,False,78.32000000000001
15,2.8,4.0,9.4,1,2,False,True,False,True,False,False,0.2678204998157971,0.7614139180517305,True,False,False,True,False,False,False,False,False,11.2
24,10.7,4.6,0.8,0,0,False,True,False,False,True,False,0.021742893855948478,0.016957323783735993,False,False,True,False,False,False,False,True,False,49.21999999999999
20,7.2,7.8,6.8,1,0,False,True,False,False,False,True,0.18275160776819788,0.21420396223112212,False,True,False,False,False,True,False,False,False,56.16
17,3.9,7.6,10.0,1,0,False,True,False,True,False,False,0.3959880913554989,0.5815491503825865,True,False,False,True,False,False,False,False,False,29.64
19,6.9,6.1,7.2,0,2,False,True,False,True,False,False,0.13364882831648062,0.2366652458441225,False,True,False,False,False,False,True,False,False,42.09
20,4.1,7.1,9.4,1,0,False,True,False,False,False,True,0.3425152362116211,0.5199900516996858,False,True,False,False,False,True,False,False,False,29.11
15,9.4,5.6,2.7,1,1,False,True,False,True,False,False,0.06260651710010323,0.06514588800268577,True,False,False,True,False,False,False,False,False,52.64
22,3.6,4.6,3.2,0,2,True,False,False,False,True,False,0.2306639717958423,0.201603701158193,False,True,False,False,False,False,False,True,False,16.56
25,8.8,6.8,0.9,1,2,False,True,False,False,True,False,0.10621620797722742,0.023195884196343983,False,False,True,False,True,False,False,False,False,59.84
22,3.0,8.2,5.2,1,0,False,True,False,False,False,True,0.5893224797759917,0.3931271954180827,False,True,False,False,False,True,False,False,False,24.6
25,10.5,4.4,9.1,1,0,False,True,False,False,True,False,0.01906718250893827,0.19656364450989353,False,False,True,False,True,False,False,False,False,46.2
25,11.0,5.6,4.4,0,2,False,True,False,False,True,False,0.0412544511377288,0.09072168247422384,False,False,True,False,False,False,False,True,False,61.6
18,7.7,4.9,4.4,1,0,False,True,False,True,False,False,0.0726152952469708,0.12960239848516183,True,False,False,True,False,False,False,False,False,37.73
20,2.4,5.3,0.6,0,2,False,True,False,False,False,True,0.4599589586398846,0.05670103307560048,False,True,False,False,False,False,False,False,True,12.72
18,10.9,5.0,4.8,1,1,False,False,True,True,False,False,0.028841637457630673,0.09987708153969839,True,False,False,True,False,False,False,False,False,54.5
15,4.7,6.1,6.8,1,1,True,False,False,True,False,False,0.23561542613550962,0.3281422157714523,True,False,False,True,False,False,False,False,False,28.67
21,7.5,6.6,3.3,1,2,True,False,False,False,False,True,0.13264891971816928,0.09979384648796824,False,True,False,False,False,True,False,False,False,49.5
16,11.1,7.0,9.2,0,0,True,False,False,True,False,False,0.07120265057274924,0.18798186474018683,True,False,False,False,False,False,True,False,False,77.7
17,11.3,4.1,0.4,1,2,True,False,False,True,False,False,0.005215244212401701,0.008028467494971854,True,False,False,True,False,False,False,False,False,46.33
16,4.0,8.9,6.0,0,1,False,False,True,True,False,False,0.46406582668263235,0.3402062551546219,True,False,False,False,False,False,True,False,False,35.6
24,8.1,4.5,8.8,1,2,True,False,False,False,True,False,0.05270364596830843,0.24640456166317629,False,False,True,False,True,False,False,False,False,36.45
23,10.9,4.6,6.6,1,0,False,True,False,False,True,False,0.019799190482119228,0.1373309871170853,False,False,True,False,True,False,False,False,False,50.14
19,8.9,4.8,7.5,0,2,True,False,False,False,False,True,0.04870453790562218,0.19112713594424632,False,True,False,False,False,False,False,False,True,42.72
19,11.3,4.8,9.3,1,2,False,True,False,False,False,True,0.020479374886563817,0.18666186925809575,False,True,False,False,False,True,False,False,False,54.24
23,3.0,5.6,6.7,0,0,False,True,False,False,True,False,0.3757700752964967,0.5065292710194527,False,False,True,False,False,False,False,True,False,16.799999999999997
20,10.8,6.4,2.2,0,0,True,False,False,False,False,True,0.06182982352203148,0.04620085673779774,False,True,False,False,False,False,False,False,True,69.12
15,7.8,4.2,4.6,1,2,False,False,True,True,False,False,0.0484915654704636,0.13375632173623686,True,False,False,True,False,False,False,False,False,32.76
26,9.5,6.6,4.5,0,1,True,False,False,False,True,False,0.08699884674355982,0.10743356980894601,False,False,True,False,False,False,False,True,False,62.7
16,8.1,7.9,7.6,0,0,False,True,False,True,False,False,0.15613360716731728,0.21280393961819769,True,False,False,False,False,False,True,False,False,63.99
20,7.8,8.3,3.2,1,1,True,False,False,False,False,True,0.17801302079131492,0.09304787599042565,False,True,False,False,False,True,False,False,False,64.74000000000001
20,6.0,7.3,3.9,1,1,False,True,False,False,False,True,0.21560582190265387,0.14742272285222663,False,True,False,False,False,True,False,False,False,43.8
21,6.0,7.2,0.3,1,1,False,True,False,False,False,True,0.21149904420897014,0.011340209450171267,False,True,False,False,False,True,False,False,False,43.2
21,9.8,8.2,9.1,0,1,False,False,True,False,False,True,0.1219880661689598,0.21060390339934926,False,True,False,False,False,False,False,False,True,80.36
20,3.3,8.1,9.4,1,1,True,False,False,False,False,True,0.5206273190404174,0.6460482078516835,False,True,False,False,False,True,False,False,False,26.73
20,9.3,6.3,3.5,0,1,False,True,False,False,False,True,0.08273170187866391,0.08535642026430247,False,True,False,False,False,False,False,False,True,58.59
23,10.5,7.2,4.6,0,1,True,False,False,False,True,False,0.08477563030133858,0.09936184227972637,False,False,True,False,False,False,False,True,False,75.60000000000001
21,10.8,4.8,2.1,1,2,False,True,False,False,False,True,0.025325130207458066,0.04410081779517057,False,True,False,False,False,True,False,False,False,51.84
26,9.7,7.5,1.9,1,1,True,False,False,False,True,False,0.10633167703130508,0.04442556561879068,False,False,True,False,True,False,False,False,False,72.75
19,6.7,5.3,9.1,1,2,True,False,False,False,False,True,0.11072975613417879,0.3080474859507522,False,True,False,False,False,True,False,False,False,35.51
15,10.6,8.3,3.5,1,1,False,True,False,True,False,False,0.10875212945015228,0.07488818103077852,True,False,False,True,False,False,False,False,False,87.98
24,10.1,7.9,3.9,0,0,False,True,False,False,True,False,0.10854498674964022,0.08757786108497244,False,False,True,False,False,False,False,True,False,79.79
17,4.8,8.2,1.9,0,1,True,False,False,True,False,False,0.33675574632696603,0.08977665440649597,True,False,False,False,False,False,True,False,False,39.35999999999999
24,8.1,4.6,2.2,1,1,True,False,False,False,True,False,0.055745703650632195,0.06160114041579406,False,False,True,False,True,False,False,False,False,37.26
18,5.4,4.6,8.4,0,0,False,True,False,True,False,False,0.12571301738716936,0.3528065096940981,True,False,False,False,False,False,True,False,False,24.84
23,11.7,4.2,4.0,1,1,False,True,False,False,True,False,0.004264730848293027,0.07753989997235856,False,False,True,False,True,False,False,False,False,49.14
22,10.8,4.1,8.5,1,2,False,True,False,False,True,False,0.009354326882332176,0.17850331012330944,False,True,False,False,True,False,False,False,False,44.28
20,4.3,4.1,8.4,1,2,False,True,False,False,False,True,0.15075692144472028,0.4430593167663543,False,True,False,False,False,True,False,False,False,17.63
21,3.8,8.6,3.7,1,0,True,False,False,False,False,True,0.47346817801810254,0.2208356364051636,False,True,False,False,False,True,False,False,False,32.68
15,6.1,6.1,2.7,1,2,False,True,False,True,False,False,0.16221771255800688,0.100388739669245,True,False,False,True,False,False,False,False,False,37.21
15,8.1,6.4,5.6,1,0,False,True,False,True,False,False,0.11050274193246046,0.1568029028765667,True,False,False,True,False,False,False,False,False,51.84
17,2.6,7.1,6.4,0,1,True,False,False,True,False,False,0.5886906334217854,0.5582871127920305,True,False,False,False,False,False,True,False,False,18.46
24,9.5,8.9,8.0,1,1,False,True,False,False,True,False,0.14665520006228572,0.1909930129936818,False,False,True,False,True,False,False,False,False,84.55
22,3.0,8.9,8.0,1,0,False,True,False,False,True,False,0.6468173579050869,0.6048110698739734,False,True,False,False,True,False,False,False,False,26.700000000000003
17,7.4,7.5,9.6,1,2,False,True,False,True,False,False,0.1655475395109729,0.29423247068744823,True,False,False,True,False,False,False,False,False,55.5
17,5.0,6.6,2.9,1,1,False,True,False,True,False,False,0.24106783276160237,0.13154642523710672,True,False,False,True,False,False,False,False,False,33.0
20,9.5,7.4,9.4,0,1,True,False,False,False,False,True,0.10774888268050795,0.22441679026757613,False,True,False,False,False,False,False,False,True,70.3
22,5.6,5.2,1.5,0,0,False,False,True,False,False,True,0.1446172333308087,0.060751121331261475,False,True,False,False,False,False,False,False,True,29.12
15,10.9,5.1,7.6,1,2,False,True,False,True,False,False,0.03110224920150853,0.1581387124378558,True,False,False,True,False,False,False,False,False,55.59
15,4.8,6.5,0.9,1,0,True,False,False,True,False,False,0.24948672397239435,0.04252578366623493,True,False,False,True,False,False,False,False,False,31.2
23,5.7,8.8,2.1,1,2,False,False,True,False,True,False,0.2962283490785053,0.08355943732091624,False,False,True,False,True,False,False,False,False,50.16
24,7.4,4.6,3.9,0,2,False,True,False,False,True,False,0.06898276366870867,0.11953194121677586,False,False,True,False,False,False,False,True,False,34.04
23,6.1,8.4,5.3,0,1,False,False,True,False,True,False,0.25512514260338703,0.1970593778692587,False,False,True,False,False,False,False,True,False,51.24
17,2.1,7.8,2.2,1,0,False,False,True,True,False,False,0.8310355101438378,0.23760431493559875,True,False,False,True,False,False,False,False,False,16.38
17,3.0,5.8,4.3,1,0,False,True,False,True,False,False,0.392197183333381,0.3250859500572607,True,False,False,True,False,False,False,False,False,17.4
17,7.2,7.6,2.5,0,2,True,False,False,True,False,False,0.17590697808859634,0.0787514567026184,True,False,False,False,False,False,True,False,False,54.72
24,11.0,6.1,9.4,0,1,True,False,False,False,True,False,0.052454754787192276,0.19381450346766002,False,False,True,False,False,False,False,True,False,67.1
26,5.2,7.8,6.4,1,0,False,True,False,False,True,False,0.2854210332181007,0.2791436100774581,False,False,True,False,True,False,False,False,False,40.56
15,8.6,5.7,7.4,0,1,True,False,False,True,False,False,0.07912710166026465,0.19515710269690853,True,False,False,False,False,False,True,False,False,49.02
16,4.8,7.3,8.2,0,1,False,True,False,True,False,False,0.2905544991980752,0.38745714007014054,True,False,False,False,False,False,True,False,False,35.04
24,2.9,7.1,2.9,1,1,True,False,False,False,True,False,0.5190824246841286,0.22680414859579665,False,False,True,False,True,False,False,False,False,20.59
19,10.7,7.2,8.1,0,1,True,False,False,True,False,False,0.08161741414719803,0.17169290331032705,False,True,False,False,False,False,True,False,False,77.03999999999999
17,11.4,7.7,1.4,1,0,True,False,False,True,False,False,0.08224363309454544,0.027853148216896915,True,False,False,True,False,False,False,False,False,87.78
22,11.5,4.2,5.6,1,1,True,False,False,False,True,False,0.005803055594257048,0.11044378779646132,False,True,False,False,True,False,False,False,False,48.3
17,5.2,8.1,9.7,0,2,False,False,True,True,False,False,0.29963680179326846,0.42307703402364727,True,False,False,False,False,False,True,False,False,42.12
16,11.6,9.0,3.1,0,2,True,False,False,True,False,False,0.1069886479380169,0.060611469179423665,True,False,False,False,False,False,True,False,False,104.4
21,4.2,4.3,8.9,1,1,False,True,False,False,False,True,0.16808451914192535,0.48060884236853785,False,True,False,False,False,True,False,False,False,18.06
21,7.7,8.0,5.8,1,2,False,True,False,False,False,True,0.17181798084860805,0.17083952527589513,False,True,False,False,False,True,False,False,False,61.6
19,8.7,9.0,0.4,1,2,False,True,False,False,False,True,0.170714506504632,0.010427779344123003,False,True,False,False,False,True,False,False,False,78.3
22,5.7,4.1,9.8,0,0,True,False,False,False,False,True,0.09305092812061813,0.3899440408309425,False,True,False,False,False,False,False,False,True,23.37
22,4.4,8.5,2.1,1,1,True,False,False,False,True,False,0.3918238904550998,0.10824744728209376,False,True,False,False,True,False,False,False,False,37.400000000000006
18,4.5,7.1,2.3,0,0,False,True,False,True,False,False,0.30458598366719863,0.11592213460607778,True,False,False,False,False,False,True,False,False,31.95
17,3.9,5.1,2.9,0,1,False,False,True,True,False,False,0.23803511731215637,0.1686492536109501,True,False,False,False,False,False,True,False,False,19.89
19,9.5,4.5,1.1,1,1,True,False,False,False,False,True,0.032530002409071,0.026261539286631233,False,True,False,False,False,True,False,False,False,42.75
24,7.7,7.0,3.2,0,1,True,False,False,False,True,False,0.13981711452549922,0.09425628980739041,False,False,True,False,False,False,False,True,False,53.9
17,7.9,4.9,3.2,0,1,True,False,False,True,False,False,0.0686455680283734,0.09187005492444822,True,False,False,False,False,False,True,False,False,38.71000000000001
24,2.7,5.0,1.1,1,0,True,False,False,False,True,False,0.372119589943545,0.09240168780846233,False,False,True,False,True,False,False,False,False,13.5
21,3.3,7.1,3.0,0,2,True,False,False,False,True,False,0.44595864388280254,0.2061855982505373,False,True,False,False,False,False,False,True,False,23.43
24,7.1,4.6,0.6,1,1,True,False,False,False,True,False,0.07545480698553234,0.01916655167829894,False,False,True,False,True,False,False,False,False,32.66
15,4.5,4.3,4.8,1,0,True,False,False,True,False,False,0.1512662916207634,0.24192445483007535,True,False,False,True,False,False,False,False,False,19.35
19,4.7,4.6,8.4,1,2,False,True,False,False,False,True,0.1569750058391723,0.4053521488941469,False,True,False,False,False,True,False,False,False,21.62
15,4.3,7.5,7.9,0,2,True,False,False,True,False,False,0.3455900829118765,0.4166867383874046,True,False,False,False,False,False,True,False,False,32.25
19,11.6,6.3,2.9,0,2,False,True,False,False,False,True,0.049635368635733174,0.05670105181300923,False,True,False,False,False,False,False,False,True,73.08
15,11.8,8.7,8.9,0,1,False,True,False,True,False,False,0.09748377329084548,0.17106419046546706,True,False,False,False,False,False,True,False,False,102.66
16,10.2,7.0,9.9,1,0,False,True,False,True,False,False,0.08491367278520887,0.22013349266934637,True,False,False,True,False,False,False,False,False,71.39999999999999
22,6.7,6.3,9.8,0,1,True,False,False,False,True,False,0.14750687044935634,0.33174344640850245,False,True,False,False,False,False,False,True,False,42.21
19,10.1,5.0,2.4,1,2,False,True,False,False,False,True,0.03779455436873934,0.05389406835998304,False,True,False,False,False,True,False,False,False,50.5
16,2.1,6.7,2.9,1,0,True,False,False,True,False,False,0.7019653940069006,0.3132056878696528,True,False,False,True,False,False,False,False,False,14.07
20,3.5,6.0,5.6,1,0,False,True,False,False,False,True,0.3382224198984388,0.36288665920469537,False,True,False,False,False,True,False,False,False,21.0
20,7.2,6.4,7.2,0,2,True,False,False,False,False,True,0.13483920001098712,0.22680419530354107,False,True,False,False,False,False,False,False,True,46.080000000000005
16,2.2,4.5,2.7,0,1,False,True,False,True,False,False,0.41982453121198154,0.27835051546391754,True,False,False,False,False,False,True,False,False,9.9
26,3.2,7.9,7.3,1,2,False,True,False,False,True,False,0.5241274074278608,0.5173969807103508,False,False,True,False,True,False,False,False,False,25.28
24,3.2,6.1,3.9,0,2,False,True,False,False,True,False,0.38552368047907315,0.2764175650370368,False,False,True,False,False,False,False,True,False,19.52
18,8.0,8.5,6.4,0,0,False,True,False,True,False,False,0.17761813914470587,0.1814433587628792,True,False,False,False,False,False,True,False,False,68.0
22,9.8,8.3,8.2,1,1,True,False,False,False,False,True,0.12450242002146256,0.18977494592029273,False,True,False,False,False,True,False,False,False,81.34000000000002
20,11.2,8.5,9.5,0,1,True,False,False,False,False,True,0.10281612042889521,0.19237856805898287,False,True,False,False,False,False,False,False,True,95.2
18,11.4,6.9,9.7,1,1,False,True,False,True,False,False,0.06495193617705894,0.1929825269313573,True,False,False,True,False,False,False,False,False,78.66000000000001
18,7.4,7.4,4.3,1,0,False,True,False,True,False,False,0.16221771965434315,0.13179162749541953,True,False,False,True,False,False,False,False,False,54.760000000000005
25,2.9,4.6,9.7,1,0,False,True,False,False,True,False,0.30666292664877964,0.7586207728893888,False,False,True,False,True,False,False,False,False,13.339999999999998
15,4.8,8.7,3.0,1,1,False,True,False,True,False,False,0.36242310584301657,0.14175261222078314,True,False,False,True,False,False,False,False,False,41.76
15,10.5,8.2,5.1,0,1,True,False,False,True,False,False,0.10824293308433866,0.11016204252752272,True,False,False,False,False,False,True,False,False,86.1
18,2.0,5.7,7.7,0,2,False,True,False,True,False,False,0.6180698017974529,0.8731958365979581,True,False,False,False,False,False,True,False,False,11.4
25,8.4,4.2,1.7,0,2,False,True,False,False,True,False,0.03901438694107587,0.045900849960257194,False,False,True,False,False,False,False,True,False,35.28
25,5.4,5.9,6.4,1,2,False,False,True,False,True,False,0.18503313853074793,0.26880495976693186,False,False,True,False,True,False,False,False,False,31.860000000000003
21,6.4,4.6,3.6,0,0,True,False,False,False,True,False,0.09291584014869217,0.12757735764335748,False,True,False,False,False,False,False,True,False,29.44
26,7.1,8.0,1.6,0,2,False,True,False,False,True,False,0.1934523663016413,0.05111080447546387,False,False,True,False,False,False,False,True,False,56.8
15,9.9,4.1,8.6,0,1,False,True,False,True,False,False,0.01785826026140304,0.1970218336862253,True,False,False,False,False,False,True,False,False,40.59
16,2.9,5.3,0.2,0,0,False,True,False,True,False,False,0.36614038609867733,0.015641665420399752,True,False,False,False,False,False,True,False,False,15.37
20,10.6,6.4,8.2,0,1,True,False,False,False,False,True,0.06458489445567187,0.1754523098435382,False,True,False,False,False,False,False,False,True,67.84
19,6.3,6.0,9.1,0,0,False,False,True,True,False,False,0.15048406319386642,0.3276060533827735,False,True,False,False,False,False,True,False,False,37.8
21,8.8,7.7,0.7,0,0,False,True,False,False,True,False,0.13141689061577752,0.018041243263823094,False,True,False,False,False,False,False,True,False,67.76
21,4.2,4.8,5.4,1,0,True,False,False,False,True,False,0.1974186434300867,0.29160536503259604,False,True,False,False,True,False,False,False,False,20.16
17,2.1,8.3,4.9,0,1,False,True,False,True,False,False,0.8897037447515366,0.5292096105383791,True,False,False,False,False,False,True,False,False,17.430000000000003
22,4.1,4.2,9.6,1,0,True,False,False,False,True,False,0.1682276109653026,0.5310536698209557,False,True,False,False,True,False,False,False,False,17.22
19,2.6,6.7,7.6,1,1,True,False,False,False,False,True,0.5507819245114731,0.6629659464405361,False,True,False,False,False,True,False,False,False,17.42
